,MovieID,Genres,Rating,index
245296,1017,"Adventure,Children's",5,809
245562,1018,"Children's,Comedy,Mystery",5,810
245678,1019,"Adventure,Children's,Fantasy,Sci-Fi",5,811
246257,1020,Comedy,5,812
246660,1021,"Children's,Comedy",5,813
246891,1022,"Animation,Children's,Musical",5,814
247468,1023,"Animation,Children's",5,815
247695,1024,"Animation,Children's,Musical",5,816
247822,1025,"Animation,Children's",5,817
248115,1026,"Children's,Drama",5,818
248128,1027,Drama,5,819
248460,1028,"Children's,Comedy,Musical",5,820
249471,1029,"Animation,Children's,Musical",5,821
250052,1030,"Adventure,Animation,Children's,Musical",5,822
250363,1031,"Adventure,Children's,Musical",5,823
250683,1032,"Animation,Children's,Musical",5,824
251208,1033,"Animation,Children's",5,825
251503,1034,Crime,5,826
251662,1035,Musical,5,827
252546,1036,"Action,Thriller",5,828
254214,1037,"Action,Sci-Fi,Thriller",5,829
254833,1038,Drama,5,830
254845,1041,Drama,5,831
255318,1042,Comedy,5,832
255923,1043,"Drama,Romance",5,833
255954,1044,Drama,5,834
255989,1046,"Drama,Romance",5,835
256082,1047,"Action,Thriller",5,836
256520,1049,"Action,Adventure",5,837
256964,1050,"Documentary,Drama",5,838
257114,1051,Drama,5,839
257223,1053,"Crime,Drama",5,840
257243,1054,Drama,5,841
257331,1055,Thriller,5,842
257347,1056,Drama,5,843
257395,1057,"Comedy,Musical,Romance",5,844
257668,1058,Drama,5,845
257679,1059,"Drama,Romance",5,846
258159,1060,"Comedy,Drama",5,847
258944,1061,"Crime,Drama",5,848
259319,1063,Drama,5,849
259368,1064,"Animation,Children's,Comedy",5,850
259555,1066,"Comedy,Musical,Romance",5,851
259730,1067,"Comedy,Musical,Romance",5,852
259754,1068,"Crime,Film-Noir",5,853
259792,1069,"Film-Noir,Thriller",5,854
259903,1071,"Romance,War",5,855
259904,1073,"Adventure,Children's,Comedy,Fantasy",5,856
261218,1076,Thriller,5,857
261240,1077,"Comedy,Sci-Fi",5,858
261985,1078,"Comedy,War",5,859
262356,1079,Comedy,5,860
263682,1080,Comedy,5,861
264613,1081,"Comedy,Musical",5,862
265045,1082,Drama,5,863
265200,1083,"Comedy,Musical",5,864
265366,1084,"Crime,Drama",5,865
266048,1085,"Adventure,Drama",5,866
266180,1086,"Mystery,Thriller",5,867
266562,1087,Musical,5,868
266574,1088,"Musical,Romance",5,869
267261,1089,"Crime,Thriller",5,870
268526,1090,"Drama,War",5,871
269698,1091,Comedy,5,872
270042,1092,"Mystery,Thriller",5,873
270805,1093,"Drama,Musical",5,874
271476,1094,"Drama,Romance,War",5,875
272698,1095,Drama,5,876
273270,1096,Drama,5,877
273613,1097,"Children's,Drama,Fantasy,Sci-Fi",5,878
275889,1099,Drama,5,879
276094,1100,"Action,Romance",5,880
276504,1101,"Action,Romance",5,881
277515,1103,Drama,5,882
277918,1104,Drama,5,883
278413,1105,Horror,5,884
278444,1111,Documentary,5,885
278539,1112,"Action,Drama",5,886
278596,1113,Comedy,5,887
278635,1114,Drama,5,888
278659,1116,Drama,5,889
278671,1117,Drama,5,890
278705,1119,Drama,5,891
278720,1120,Drama,5,892
279188,1123,Documentary,5,893
279220,1124,Drama,5,894
279626,1125,Comedy,5,895
280040,1126,"Comedy,Fantasy",5,896
280333,1127,"Action,Adventure,Sci-Fi,Thriller",5,897
282045,1128,Horror,5,898
282221,1129,"Action,Adventure,Sci-Fi,Thriller",5,899
283097,1130,Horror,5,900
283329,1131,Drama,5,901
283543,1132,Drama,5,902
283779,1135,Comedy,5,903
284174,1136,Comedy,5,904
285773,1138,Documentary,5,905
285787,1144,Documentary,5,906
285806,1147,Documentary,5,907
286080,1148,"Animation,Comedy",5,908
286963,1149,"Documentary,Drama",5,909
286966,1150,Drama,5,910
287132,1151,"Animation,Comedy,Thriller",5,911
287159,1152,"Crime,Film-Noir,Thriller",5,912
287188,1153,Film-Noir,5,913
287205,1154,Film-Noir,5,914
287218,1161,Drama,5,915
287316,1162,Comedy,5,916
287411,1163,Drama,5,917
287428,1164,Drama,5,918
287449,1167,Comedy,5,919
287546,1169,Documentary,5,920
287604,1171,Comedy,5,921
288014,1172,"Comedy,Drama,Romance",5,922
288632,1173,Drama,5,923
288828,1174,Comedy,5,924
288831,1175,"Comedy,Sci-Fi",5,925
289199,1176,Drama,5,926
289328,1177,Drama,5,927
289475,1178,"Drama,War",5,928
289705,1179,"Crime,Drama,Film-Noir",5,929
290595,1180,Comedy,5,930
290647,1181,Action,5,931
290652,1183,"Drama,Romance,War",5,932
291639,1184,"Comedy,War",5,933
291730,1185,Drama,5,934
292186,1186,Drama,5,935
292752,1187,Drama,5,936
292895,1188,"Comedy,Romance",5,937
293569,1189,Documentary,5,938
293837,1190,Drama,5,939
293975,1191,Documentary,5,940
294178,1192,Documentary,5,941
294283,1193,Drama,5,942
296021,1194,Comedy,5,943
296220,1196,"Action,Adventure,Drama,Sci-Fi,War",5,944
299211,1197,"Action,Adventure,Comedy,Romance",5,945
301529,1198,"Action,Adventure",5,946
304043,1199,Sci-Fi,5,947
304955,1200,"Action,Sci-Fi,Thriller,War",5,948
306775,1201,"Action,Western",5,949
307598,1202,Comedy,5,950
307671,1203,Drama,5,951
308286,1204,"Adventure,War",5,952
309117,1205,"Action,Animation,Children's,Sci-Fi,Thriller,War",5,953
309347,1206,Sci-Fi,5,954
310578,1207,Drama,5,955
311507,1208,"Drama,War",5,956
312686,1209,Western,5,957
312863,1210,"Action,Adventure,Romance,Sci-Fi,War",5,958
315736,1211,"Comedy,Drama,Romance",5,959
315979,1212,"Mystery,Thriller",5,960
316459,1213,"Crime,Drama",5,961
318117,1214,"Action,Horror,Sci-Fi,Thriller",5,962
320141,1215,"Action,Adventure,Comedy,Horror,Sci-Fi",5,963
321087,1216,"Adventure,Romance",5,964
321173,1217,"Drama,War",5,965
321528,1218,"Action,Thriller",5,966
321772,1219,"Horror,Thriller",5,967
323036,1220,"Action,Comedy,Musical",5,968
324379,1221,"Action,Crime,Drama",5,969
326069,1222,"Action,Drama,War",5,970
327323,1223,"Animation,Comedy",5,971
327798,1224,"Drama,War",5,972
328221,1225,Drama,5,973
329606,1226,"Comedy,Romance",5,974
329834,1227,"Crime,Drama,Thriller",5,975
330070,1228,Drama,5,976
330748,1230,"Comedy,Romance",5,977
332083,1231,Drama,5,978
332832,1232,"Mystery,Sci-Fi",5,979
332892,1233,"Action,Drama,War",5,980
333885,1234,"Comedy,Crime",5,981
334935,1235,Comedy,5,982
335630,1236,"Comedy,Drama",5,983
335720,1237,Drama,5,984
336019,1238,Comedy,5,985
336370,1240,"Action,Sci-Fi,Thriller",5,986
338469,1241,"Comedy,Horror",5,987
338538,1242,"Action,Drama,War",5,988
339651,1243,"Comedy,Drama",5,989
339980,1244,"Comedy,Drama,Romance",5,990
340698,1245,Drama,5,991
341052,1246,Drama,5,992
341906,1247,"Drama,Romance",5,993
343168,1248,"Crime,Film-Noir,Thriller",5,994
343681,1249,Thriller,5,995
344414,1250,"Drama,War",5,996
345356,1251,Drama,5,997
345583,1252,"Film-Noir,Mystery,Thriller",5,998
346766,1253,"Drama,Sci-Fi",5,999
347325,1254,Adventure,5,1000
347777,1255,"Comedy,Horror",5,1001
347833,1256,"Comedy,War",5,1002
348425,1257,Comedy,5,1003
348897,1258,Horror,5,1004
349984,1259,"Adventure,Comedy,Drama",5,1005
351769,1260,"Crime,Film-Noir,Thriller",5,1006
352078,1261,"Action,Adventure,Comedy,Horror",5,1007
352627,1262,"Adventure,War",5,1008
353321,1263,"Drama,War",5,1009
354021,1264,"Action,Drama,Mystery,Romance,Thriller",5,1010
354280,1265,"Comedy,Romance",5,1011
356556,1266,Western,5,1012
357554,1267,"Film-Noir,Thriller",5,1013
358329,1268,Drama,5,1014
358635,1269,"Comedy,Mystery,Thriller",5,1015
359307,1270,"Comedy,Sci-Fi",5,1016
361890,1271,Drama,5,1017
362485,1272,"Drama,War",5,1018
363129,1273,"Comedy,Drama",5,1019
363274,1274,"Adventure,Animation,Sci-Fi,Thriller",5,1020
363726,1275,"Action,Adventure",5,1021
364468,1276,"Comedy,Drama",5,1022
365401,1277,"Action,Drama,Romance",5,1023
365760,1278,"Comedy,Horror",5,1024
366956,1279,"Comedy,Drama",5,1025
367147,1280,Drama,5,1026
367427,1281,Comedy,5,1027
367640,1282,"Animation,Children's,Musical",5,1028
368585,1283,Western,5,1029
368986,1284,"Film-Noir,Mystery",5,1030
369528,1285,Comedy,5,1031
370330,1286,"Drama,Romance",5,1032
370615,1287,"Action,Adventure,Drama",5,1033
371321,1288,"Comedy,Drama,Musical",5,1034
372437,1289,"Documentary,War",5,1035
372619,1290,"Drama,Romance",5,1036
372850,1291,"Action,Adventure",5,1037
374477,1292,Comedy,5,1038
375068,1293,Drama,5,1039
375740,1294,"Comedy,War",5,1040
376840,1295,Drama,5,1041
377105,1296,"Drama,Romance",5,1042
377668,1297,Comedy,5,1043
378108,1298,"Drama,Musical,War",5,1044
378494,1299,"Drama,War",5,1045
379225,1300,Drama,5,1046
379555,1301,Sci-Fi,5,1047
379928,1302,Drama,5,1048
380699,1303,Adventure,5,1049
381006,1304,"Action,Comedy,Western",5,1050
382425,1305,Drama,5,1051
382546,1306,"Drama,Sci-Fi",5,1052
382683,1307,"Comedy,Romance",5,1053
384265,1310,Documentary,5,1054
384309,1312,Drama,5,1055
384335,1313,Crime,5,1056
384350,1317,Comedy,5,1057
384398,1320,"Action,Horror,Sci-Fi,Thriller",5,1058
385313,1321,Horror,5,1059
385990,1326,Horror,5,1060
386037,1327,Horror,5,1061
386393,1328,Horror,5,1062
386419,1329,Horror,5,1063
386461,1330,"Comedy,Horror",5,1064
386572,1331,Horror,5,1065
386621,1332,"Horror,Thriller",5,1066
386720,1333,Horror,5,1067
387459,1334,"Horror,Sci-Fi",5,1068
387848,1336,Horror,5,1069
387871,1337,Horror,5,1070
387931,1339,"Horror,Romance",5,1071
388609,1340,Horror,5,1072
388825,1341,Horror,5,1073
388876,1342,Horror,5,1074
389139,1343,Thriller,5,1075
389824,1344,"Film-Noir,Thriller",5,1076
390190,1345,Horror,5,1077
390753,1346,Horror,5,1078
390925,1347,Horror,5,1079
391375,1348,Horror,5,1080
391618,1349,Horror,5,1081
391629,1350,Horror,5,1082
392035,1351,Drama,5,1083
392080,1352,"Crime,Thriller",5,1084
392167,1353,"Comedy,Romance",5,1085
392354,1354,Drama,5,1086
392620,1355,"Horror,Thriller",5,1087
392697,1356,"Action,Adventure,Sci-Fi",5,1088
394006,1357,"Drama,Romance",5,1089
394555,1358,"Drama,Thriller",5,1090
395732,1359,"Adventure,Children's,Comedy",5,1091
395954,1360,Drama,5,1092
395955,1361,Documentary,5,1093
396127,1362,Drama,5,1094
396223,1363,Drama,5,1095
396328,1365,Drama,5,1096
396391,1366,Drama,5,1097
396513,1367,"Children's,Comedy",5,1098
396859,1369,"Drama,Thriller",5,1099
396863,1370,"Action,Thriller",5,1100
398005,1371,"Action,Adventure,Sci-Fi",5,1101
398795,1372,"Action,Adventure,Sci-Fi",5,1102
399800,1373,"Action,Adventure,Sci-Fi",5,1103
400407,1374,"Action,Adventure,Sci-Fi",5,1104
401866,1375,"Action,Adventure,Sci-Fi",5,1105
402781,1376,"Action,Adventure,Sci-Fi",5,1106
403931,1377,"Action,Adventure,Comedy,Crime",5,1107
404936,1378,"Action,Comedy,Western",5,1108
405509,1379,"Action,Comedy,Western",5,1109
405867,1380,"Comedy,Musical,Romance",5,1110
406688,1381,"Comedy,Musical,Romance",5,1111
406993,1382,"Action,Drama",5,1112
407129,1384,Drama,5,1113
407159,1385,Action,5,1114
407593,1387,"Action,Horror",5,1115
409298,1388,"Action,Horror",5,1116
409756,1389,"Action,Horror",5,1117
409892,1390,Comedy,5,1118
409997,1391,"Action,Comedy,Sci-Fi,War",5,1119
411066,1392,"Comedy,Drama",5,1120
411284,1393,"Drama,Romance",5,1121
412640,1394,Comedy,5,1122
414082,1395,"Comedy,Drama",5,1123
414370,1396,"Crime,Drama,Sci-Fi",5,1124
415465,1397,Drama,5,1125
415536,1398,"Romance,War",5,1126
415584,1399,Drama,5,1127
415695,1401,Drama,5,1128
415871,1404,"Crime,Drama",5,1129
415940,1405,"Animation,Comedy",5,1130
416403,1406,Drama,5,1131
416426,1407,"Horror,Thriller",5,1132
417312,1408,"Action,Romance,War",5,1133
418285,1409,"Comedy,Romance",5,1134
418689,1410,"Comedy,Drama",5,1135
418767,1411,Drama,5,1136
419151,1412,Drama,5,1137
419171,1413,Drama,5,1138
419229,1414,Comedy,5,1139
419387,1415,"Crime,Drama,Romance",5,1140
419428,1416,"Drama,Musical",5,1141
419727,1417,Drama,5,1142
419749,1419,Drama,5,1143
419885,1420,Documentary,5,1144
419893,1421,Documentary,5,1145
419955,1422,"Mystery,Thriller",5,1146
420194,1423,Drama,5,1147
420210,1425,Comedy,5,1148
420395,1426,Children's,5,1149
420424,1427,Thriller,5,1150
420466,1428,Drama,5,1151
420505,1429,Action,5,1152
420807,1431,"Action,Comedy",5,1153
421121,1432,Action,5,1154
421160,1437,Drama,5,1155
421171,1438,"Action,Thriller",5,1156
421518,1439,Comedy,5,1157
421578,1440,Comedy,5,1158
421618,1441,"Comedy,Romance",5,1159
422140,1442,Drama,5,1160
422243,1445,"Comedy,War",5,1161
422337,1446,Comedy,5,1162
422534,1447,Crime,5,1163
422573,1449,Comedy,5,1164
423033,1450,War,5,1165
423089,1453,"Comedy,Romance",5,1166
423212,1454,Comedy,5,1167
423286,1455,"Comedy,Romance",5,1168
423305,1456,Comedy,5,1169
423373,1457,"Comedy,Romance",5,1170
423647,1458,Romance,5,1171
423672,1459,"Mystery,Thriller",5,1172
424034,1460,"Children's,Comedy,Mystery",5,1173
424215,1461,Comedy,5,1174
424356,1463,"Comedy,Romance",5,1175
424380,1464,Mystery,5,1176
424526,1465,Drama,5,1177
424654,1466,"Crime,Drama",5,1178
425381,1468,"Comedy,Romance",5,1179
425516,1471,Drama,5,1180
425535,1472,"Crime,Thriller",5,1181
425606,1474,"Children's,Comedy",5,1182
425760,1475,Romance,5,1183
425846,1476,"Comedy,Drama",5,1184
426344,1477,Romance,5,1185
426376,1479,"Action,Romance,Thriller",5,1186
426922,1480,"Action,Drama,Thriller",5,1187
427221,1482,"Comedy,Drama",5,1188
427254,1483,"Drama,Thriller",5,1189
427390,1484,Mystery,5,1190
427523,1485,Comedy,5,1191
428183,1486,Drama,5,1192
428203,1487,"Drama,Musical",5,1193
428442,1488,"Action,Drama,Thriller,War",5,1194
428656,1489,"Animation,Children's,Musical",5,1195
428710,1493,Romance,5,1196
428784,1496,"Drama,Romance",5,1197
428814,1497,Action,5,1198
428860,1498,"Drama,Romance",5,1199
429025,1499,"Action,Adventure,Thriller",5,1200
429390,1500,"Comedy,Crime",5,1201
430535,1501,Crime,5,1202
430545,1502,Romance,5,1203
430610,1503,Comedy,5,1204
430703,1504,Drama,5,1205
430717,1507,"Drama,War",5,1206
430781,1508,Drama,5,1207
430795,1509,Drama,5,1208
430820,1511,Comedy,5,1209
430838,1513,Comedy,5,1210
431685,1515,"Drama,Thriller",5,1211
431779,1516,Comedy,5,1212
431840,1517,Comedy,5,1213
433044,1518,"Action,Thriller",5,1214
433393,1519,Drama,5,1215
433435,1523,"Action,Crime,Romance",5,1216
433491,1525,"Action,Adventure,Children's,Fantasy",5,1217
433550,1526,Comedy,5,1218
433611,1527,"Action,Sci-Fi",5,1219
434991,1529,Drama,5,1220
435019,1531,Drama,5,1221
435042,1533,Drama,5,1222
435059,1534,Drama,5,1223
435068,1535,"Drama,Romance",5,1224
435171,1537,Comedy,5,1225
435523,1539,"Comedy,Crime",5,1226
435557,1541,"Comedy,Romance",5,1227
435798,1542,"Comedy,Drama,Romance",5,1228
436018,1543,Drama,5,1229
436033,1544,"Action,Adventure,Sci-Fi,Thriller",5,1230
437276,1545,Drama,5,1231
437350,1546,Comedy,5,1232
437405,1547,"Children's,Drama",5,1233
437443,1549,"Drama,Romance",5,1234
437504,1550,"Comedy,Romance",5,1235
437551,1551,"Adventure,Children's,Drama",5,1236
437571,1552,"Action,Adventure,Thriller",5,1237
438518,1553,Comedy,5,1238
438521,1554,"Drama,Romance",5,1239
439039,1562,"Action,Adventure,Crime",5,1240
439638,1563,Drama,5,1241
439687,1564,"Comedy,Romance",5,1242
439717,1565,"Comedy,Thriller",5,1243
439749,1566,"Adventure,Animation,Children's,Comedy,Musical",5,1244
440206,1567,Drama,5,1245
440214,1569,"Comedy,Romance",5,1246
441033,1570,Sci-Fi,5,1247
441055,1571,"Comedy,Romance",5,1248
441097,1572,Drama,5,1249
441125,1573,"Action,Sci-Fi,Thriller",5,1250
442553,1574,Romance,5,1251
442567,1575,Drama,5,1252
442578,1580,"Action,Adventure,Comedy,Sci-Fi",5,1253
445130,1581,Comedy,5,1254
445172,1582,"Adventure,Children's",5,1255
445244,1583,"Children's,Fantasy",5,1256
445258,1584,"Drama,Sci-Fi",5,1257
446644,1585,Comedy,5,1258
446673,1586,"Action,Drama,War",5,1259
447227,1587,"Action,Adventure",5,1260
447798,1588,"Children's,Comedy",5,1261
448088,1589,"Crime,Drama,Mystery",5,1262
448608,1590,"Action,Mystery,Sci-Fi,Thriller",5,1263
449082,1591,"Action,Adventure,Sci-Fi,Thriller",5,1264
449555,1592,"Children's,Comedy",5,1265
449746,1593,"Comedy,Romance",5,1266
449830,1594,Drama,5,1267
450200,1596,Drama,5,1268
450240,1597,"Action,Mystery,Romance,Thriller",5,1269
451126,1598,"Crime,Drama,Thriller",5,1270
451265,1600,"Drama,Romance",5,1271
451306,1601,"Crime,Drama,Film-Noir",5,1272
451380,1602,Comedy,5,1273
451442,1603,"Sci-Fi,Thriller",5,1274
451784,1604,"Action,Comedy",5,1275
451889,1605,"Adventure,Romance",5,1276
451933,1606,"Action,Adventure",5,1277
452034,1608,"Action,Thriller",5,1278
453125,1609,Drama,5,1279
453161,1610,"Action,Thriller",5,1280
454813,1611,Drama,5,1281
455062,1612,Comedy,5,1282
455106,1613,Drama,5,1283
455134,1614,Comedy,5,1284
455562,1615,"Adventure,Thriller",5,1285
455791,1616,"Action,Thriller,War",5,1286
456188,1617,"Crime,Film-Noir,Mystery,Thriller",5,1287
458474,1619,"Drama,War",5,1288
458840,1620,"Crime,Drama,Thriller",5,1289
459235,1621,Drama,5,1290
459336,1623,Horror,5,1291
459503,1625,"Mystery,Thriller",5,1292
460448,1626,"Action,Drama,Thriller",5,1293
460482,1627,"Action,Crime,Mystery",5,1294
460748,1629,"Comedy,Romance",5,1295
460834,1631,Thriller,5,1296
460894,1633,Drama,5,1297
461159,1635,Drama,5,1298
461667,1639,"Drama,Romance",5,1299
462637,1640,Comedy,5,1300
462723,1641,Comedy,5,1301
463936,1642,"Comedy,Drama",5,1302
463991,1643,"Drama,Romance",5,1303
464259,1644,"Horror,Mystery,Thriller",5,1304
464744,1645,"Crime,Horror,Mystery,Thriller",5,1305
465578,1646,Comedy,5,1306
465656,1647,"Crime,Thriller",5,1307
465736,1648,"Comedy,Drama,Thriller",5,1308
465932,1649,Documentary,5,1309
466119,1650,Drama,5,1310
466168,1651,Drama,5,1311
466186,1652,Documentary,5,1312
466189,1653,"Drama,Sci-Fi,Thriller",5,1313
467265,1654,"Children's,Drama,Fantasy",5,1314
467367,1655,Horror,5,1315
467440,1656,Romance,5,1316
467444,1657,Documentary,5,1317
467464,1658,"Romance,Thriller",5,1318
467583,1659,Drama,5,1319
467588,1660,Drama,5,1320
467800,1661,Thriller,5,1321
467863,1662,Crime,5,1322
467879,1663,Comedy,5,1323
468614,1664,Drama,5,1324
468623,1665,Comedy,5,1325
468885,1667,"Action,Drama",5,1326
468996,1669,Romance,5,1327
469028,1670,"Drama,War",5,1328
469113,1671,Crime,5,1329
469139,1672,Drama,5,1330
469452,1673,Drama,5,1331
470583,1674,"Drama,Romance,Thriller",5,1332
471629,1675,"Crime,Thriller",5,1333
471648,1676,"Action,Adventure,Sci-Fi,War",5,1334
472837,1678,Drama,5,1335
473336,1680,"Drama,Romance",5,1336
473826,1681,"Action,Adventure",5,1337
473935,1682,Drama,5,1338
474939,1683,"Drama,Romance,Thriller",5,1339
475157,1684,Romance,5,1340
475228,1686,"Crime,Thriller",5,1341
475332,1687,"Action,Thriller",5,1342
475666,1688,"Animation,Children's,Musical",5,1343
475974,1689,"Comedy,Mystery",5,1344
476226,1690,"Action,Horror,Sci-Fi",5,1345
477003,1692,"Horror,Sci-Fi",5,1346
477032,1693,Drama,5,1347
477382,1694,Drama,5,1348
477843,1695,Drama,5,1349
477876,1696,"Drama,War",5,1350
477905,1699,Drama,5,1351
478063,1701,"Comedy,Drama",5,1352
478345,1702,"Children's,Comedy,Fantasy",5,1353
478646,1703,Comedy,5,1354
478707,1704,Drama,5,1355
480255,1707,"Children's,Comedy",5,1356
480413,1711,"Comedy,Crime,Drama,Mystery",5,1357
481038,1713,"Children's,Comedy",5,1358
481275,1715,Thriller,5,1359
481285,1717,"Horror,Thriller",5,1360
481746,1719,Drama,5,1361
482134,1721,"Drama,Romance",5,1362
483692,1722,"Action,Romance,Thriller",5,1363
484541,1725,Drama,5,1364
484579,1726,Drama,5,1365
484705,1727,Drama,5,1366
484912,1728,Drama,5,1367
484937,1729,"Crime,Drama",5,1368
485659,1730,Drama,5,1369
485884,1731,Comedy,5,1370
485897,1732,"Comedy,Crime,Mystery,Thriller",5,1371
487041,1733,"Drama,Romance",5,1372
487084,1734,"Comedy,Drama",5,1373
487292,1735,"Drama,Romance",5,1374
487587,1741,Drama,5,1375
487593,1743,Documentary,5,1376
487641,1744,"Action,Adventure,Thriller",5,1377
487731,1746,Comedy,5,1378
487743,1747,"Comedy,Drama",5,1379
488642,1748,"Film-Noir,Sci-Fi,Thriller",5,1380
489521,1749,Romance,5,1381
489556,1750,"Adventure,Children's,Fantasy,Sci-Fi",5,1382
489602,1752,"Action,Thriller",5,1383
489797,1753,Comedy,5,1384
489995,1754,"Action,Mystery,Thriller",5,1385
490389,1755,Romance,5,1386
490420,1756,Horror,5,1387
490464,1758,Drama,5,1388
490567,1759,Drama,5,1389
490735,1760,"Comedy,Musical",5,1390
490813,1762,"Action,Horror,Sci-Fi",5,1391
491047,1767,"Drama,Romance",5,1392
491057,1769,"Action,Thriller",5,1393
491391,1770,"Romance,Thriller",5,1394
491399,1771,Horror,5,1395
491446,1772,"Action,Comedy,Musical",5,1396
491683,1777,"Comedy,Romance",5,1397
492610,1779,"Adventure,Sci-Fi,Thriller",5,1398
493125,1780,Documentary,5,1399
493273,1783,"Film-Noir,Mystery,Thriller",5,1400
493360,1784,"Comedy,Drama",5,1401
494789,1785,"Action,Crime",5,1402
494965,1787,Documentary,5,1403
494969,1788,"Action,Drama",5,1404
495064,1791,"Crime,Drama",5,1405
495126,1792,"Action,Thriller",5,1406
495558,1793,Comedy,5,1407
495576,1794,"Comedy,Drama",5,1408
495722,1795,Drama,5,1409
495727,1796,"Action,Drama",5,1410
495730,1797,Documentary,5,1411
495925,1798,Thriller,5,1412
495939,1799,"Crime,Drama",5,1413
496162,1801,"Action,Drama,Romance",5,1414
496559,1804,"Crime,Drama",5,1415
496664,1805,"Crime,Drama,Mystery,Thriller",5,1416
497302,1806,"Adventure,Children's,Comedy",5,1417
497456,1807,Drama,5,1418
497475,1809,"Comedy,Crime,Drama",5,1419
497512,1810,Drama,5,1420
497873,1811,Drama,5,1421
497874,1812,"Children's,Comedy,Drama",5,1422
497925,1814,Drama,5,1423
497948,1816,"Comedy,Drama",5,1424
498046,1817,"Comedy,Drama,Romance",5,1425
498058,1821,"Comedy,Romance",5,1426
498295,1824,"Comedy,Thriller",5,1427
498413,1825,"Action,Drama",5,1428
498467,1827,"Comedy,Documentary",5,1429
498596,1829,"Drama,Romance",5,1430
498606,1830,Comedy,5,1431
498607,1831,"Action,Sci-Fi,Thriller",5,1432
499279,1833,"Action,Drama,Thriller",5,1433
499542,1834,"Drama,Thriller",5,1434
500035,1835,Romance,5,1435
500398,1836,Drama,5,1436
500535,1837,Comedy,5,1437
500648,1839,Comedy,5,1438
500676,1840,Drama,5,1439
500831,1841,"Drama,Thriller",5,1440
500925,1844,Drama,5,1441
500954,1845,"Comedy,Thriller",5,1442
501260,1846,Drama,5,1443
501275,1848,"Adventure,Children's,Comedy,Fantasy",5,1444
501464,1850,"Drama,Romance",5,1445
501502,1854,"Comedy,Romance",5,1446
501557,1855,Comedy,5,1447
501660,1856,"Documentary,Musical",5,1448
501724,1857,Comedy,5,1449
501744,1858,"Action,Comedy",5,1450
501920,1859,Drama,5,1451
501950,1860,Drama,5,1452
502098,1862,"Horror,Sci-Fi",5,1453
502216,1863,Comedy,5,1454
502345,1865,Documentary,5,1455
502411,1866,"Action,Comedy",5,1456
502645,1869,"Action,Thriller",5,1457
502684,1870,"Comedy,Drama",5,1458
502753,1871,"Comedy,Drama",5,1459
502758,1872,Drama,5,1460
502766,1873,Drama,5,1461
503024,1874,"Comedy,Romance",5,1462
503059,1875,Comedy,5,1463
503219,1876,"Action,Drama,Sci-Fi,Thriller",5,1464
504125,1879,Drama,5,1465
504150,1880,Drama,5,1466
504179,1881,"Adventure,Animation,Children's,Fantasy",5,1467
504408,1882,"Action,Sci-Fi",5,1468
504745,1883,Comedy,5,1469
505409,1884,"Comedy,Drama",5,1470
505705,1885,"Comedy,Drama",5,1471
506312,1886,Comedy,5,1472
506343,1887,"Adventure,Comedy",5,1473
506421,1888,"Comedy,Drama,Romance",5,1474
506765,1889,Thriller,5,1475
506835,1892,"Mystery,Thriller",5,1476
507230,1893,Drama,5,1477
507252,1894,"Adventure,Comedy,Romance",5,1478
507721,1895,"Comedy,Drama,Romance",5,1479
508037,1896,Comedy,5,1480
508081,1897,"Drama,Romance",5,1481
508213,1898,"Drama,War",5,1482
508223,1899,"Adventure,Drama",5,1483
508229,1900,Drama,5,1484
508291,1901,Documentary,5,1485
508296,1902,"Drama,Romance",5,1486
508332,1904,"Comedy,Drama",5,1487
508459,1906,"Comedy,Romance",5,1488
508479,1907,"Animation,Children's",5,1489
508976,1909,"Mystery,Sci-Fi,Thriller",5,1490
509973,1910,"Action,Comedy,Crime",5,1491
510012,1911,Comedy,5,1492
510535,1912,"Action,Crime,Romance",5,1493
511442,1913,"Drama,Mystery",5,1494
511616,1914,"Comedy,Drama",5,1495
511981,1916,"Action,Comedy,Drama",5,1496
512349,1917,"Action,Adventure,Sci-Fi,Thriller",5,1497
513447,1918,"Action,Comedy,Crime,Drama",5,1498
514124,1919,"Children's,Comedy",5,1499
514236,1920,"Animation,Children's,Fantasy,War",5,1500
514601,1921,"Sci-Fi,Thriller",5,1501
515208,1922,Drama,5,1502
515260,1923,Comedy,5,1503
516635,1924,"Horror,Sci-Fi",5,1504
516881,1925,"Drama,Romance,War",5,1505
516941,1926,Musical,5,1506
516960,1927,War,5,1507
517256,1929,Drama,5,1508
517343,1931,Adventure,5,1509
517587,1932,Musical,5,1510
517605,1933,Drama,5,1511
517625,1934,Comedy,5,1512
517702,1935,Drama,5,1513
517808,1936,"Drama,War",5,1514
517890,1937,Comedy,5,1515
517954,1938,Drama,5,1516
518075,1939,"Drama,War",5,1517
518311,1940,Drama,5,1518
518405,1941,Drama,5,1519
518517,1942,Drama,5,1520
518647,1943,Drama,5,1521
518697,1944,"Drama,Romance,War",5,1522
519059,1945,"Crime,Drama",5,1523
519580,1946,"Drama,Romance",5,1524
519783,1947,"Musical,Romance",5,1525
520551,1948,Comedy,5,1526
520746,1949,Drama,5,1527
520961,1950,"Drama,Mystery",5,1528
521311,1951,Musical,5,1529
521524,1952,Drama,5,1530
522192,1953,"Action,Crime,Drama,Thriller",5,1531
523046,1954,"Action,Drama",5,1532
524177,1955,Drama,5,1533
524630,1956,Drama,5,1534
